,E_Cr_split_feature_1,DOC_split_feature_2,1/RT_split_feature_3,ln(t)_split_feature_4,ln(t)_linear_feature,lnWg_linear_target,slope,intercept,PearsonR(+)
0,17.269,8.0,0.155570132,3.912023005,3.912023005,5.192956851,0.18139127545567657,4.351390607005461,0.8342874479801072
1,17.269,8.0,0.155570132,4.605170186,4.605170186,5.164785974,0.18139127545567657,4.351390607005461,0.8342874479801072
2,17.269,8.0,0.155570132,5.010635294,5.010635294,5.298317367,0.18139127545567657,4.351390607005461,0.8342874479801072
3,17.269,8.0,0.155570132,5.298317367,5.298317367,5.348059458,0.18139127545567657,4.351390607005461,0.8342874479801072
4,17.269,8.0,0.155570132,5.598421959,5.598421959,5.438079309,0.18139127545567657,4.351390607005461,0.8342874479801072
5,17.269,8.0,0.155570132,5.940171253,5.940171253,5.521460918,0.18139127545567657,4.351390607005461,0.8342874479801072
6,17.269,8.0,0.155570132,6.214608098,6.214608098,5.481055503,0.18139127545567657,4.351390607005461,0.8342874479801072
7,18.0596,25.0,0.155570132,3.401197382,3.401197382,4.858454546,0.18139127545567657,4.351390607005461,0.8342874479801072
8,18.0596,25.0,0.155570132,5.768320996,5.768320996,5.157790608,0.18139127545567657,4.351390607005461,0.8342874479801072
